cohort,phenotype,Group,max_MAF,Region,Pvalue,Pvalue_Burden,Pvalue_SKAT,BETA_Burden,SE_Burden,MAC,Number_rare,Number_ultra_rare,results_file,regions_manhattan,regions_qq
PMBB_EUR_M,LDL_median,pLoF,0.001,ENSG00000015475,0.769325776214311,0.769325776214311,0.769325776214311,0.212833599539337,0.72575813834888,3,0,3,PMBB_EUR_M.LDL_median.exwas_regions.saige.gz,Plots/PMBB_EUR_M.LDL_median.pLoF.maf0-001.regions.manhattan.png,Plots/PMBB_EUR_M.LDL_median.pLoF.maf0-001.regions.qq.png
