cohort,phenotype,Group,max_MAF,Region,Pvalue,Pvalue_Burden,Pvalue_SKAT,BETA_Burden,SE_Burden,MAC,Number_rare,Number_ultra_rare,results_file,regions_manhattan,regions_qq
PMBB_EUR_F,BMI_median,pLoF,0.001,ENSG00000025708,0.801459942425214,0.801459942425214,0.801459942425214,0.0350356902181244,0.139330124256653,4,0,3,PMBB_EUR_F.BMI_median.exwas_regions.saige.gz,Plots/PMBB_EUR_F.BMI_median.pLoF.maf0-001.regions.manhattan.png,Plots/PMBB_EUR_F.BMI_median.pLoF.maf0-001.regions.qq.png
