,P,Exp P,Log P,Log Exp P
3,0.2850537,0.16666666666666666,0.545,0.778
2,0.3309069,0.3333333333333333,0.48,0.477
5,0.4027472,0.5,0.395,0.301
1,0.6300148,0.6666666666666666,0.201,0.176
4,0.7797842,0.8333333333333334,0.108,0.079
0,0.89915,1.0,0.046,-0.0
