cohort,phenotype,Group,max_MAF,Region,Pvalue,Pvalue_Burden,Pvalue_SKAT,BETA_Burden,SE_Burden,MAC,Number_rare,Number_ultra_rare,results_file,regions_manhattan,regions_qq
PMBB_AFR_F,BMI_median,pLoF,0.001,ENSG00000025708,0.492357587179926,0.492357587179926,0.492357587179926,0.165125679080393,0.240510286549236,2,0,2,PMBB_AFR_F.BMI_median.exwas_regions.saige.gz,Plots/PMBB_AFR_F.BMI_median.pLoF.maf0-001.regions.manhattan.png,Plots/PMBB_AFR_F.BMI_median.pLoF.maf0-001.regions.qq.png
