cohort,phenotype,Group,max_MAF,Region,Pvalue,Pvalue_Burden,Pvalue_SKAT,BETA_Burden,SE_Burden,MAC,Number_rare,Number_ultra_rare,results_file,regions_manhattan,regions_qq
PMBB_AFR_M,BMI_median,pLoF,0.001,ENSG00000054611,0.933621982640125,0.933621982640125,0.933621982640125,0.0241337246872212,0.289759880579333,1,0,1,PMBB_AFR_M.BMI_median.exwas_regions.saige.gz,Plots/PMBB_AFR_M.BMI_median.pLoF.maf0-001.regions.manhattan.png,Plots/PMBB_AFR_M.BMI_median.pLoF.maf0-001.regions.qq.png
