,P,Exp P,Log P,Log Exp P
116,0.223526033704585,0.23008849557522124,0.651,0.638
57,0.224320828875556,0.23303834808259588,0.649,0.633
309,0.228929058108262,0.2359882005899705,0.64,0.627
271,0.230088537323372,0.23893805309734514,0.638,0.622
54,0.238015979353758,0.24188790560471976,0.623,0.616
7,0.238285890113919,0.2448377581120944,0.623,0.611
143,0.246482659135004,0.24778761061946902,0.608,0.606
62,0.246840806471484,0.25073746312684364,0.608,0.601
296,0.247198413106706,0.2536873156342183,0.607,0.596
242,0.251021668178643,0.25663716814159293,0.6,0.591
268,0.253509871195303,0.25958702064896755,0.596,0.586
331,0.258104494464079,0.26253687315634217,0.588,0.581
259,0.260158309569966,0.26548672566371684,0.585,0.576
311,0.270863853671579,0.26843657817109146,0.567,0.571
318,0.273888691206806,0.2713864306784661,0.562,0.566
127,0.274081547830017,0.2743362831858407,0.562,0.562
92,0.278648807524084,0.27728613569321536,0.555,0.557
145,0.281069728240789,0.28023598820059,0.551,0.552
34,0.282750936872144,0.2831858407079646,0.549,0.548
8,0.284290586815709,0.2861356932153392,0.546,0.543
266,0.287326116898084,0.2890855457227139,0.542,0.539
144,0.288447458004885,0.2920353982300885,0.54,0.535
75,0.296569431400747,0.2949852507374631,0.528,0.53
162,0.299655899774856,0.29793510324483774,0.523,0.526
15,0.299913612502235,0.3008849557522124,0.523,0.522
253,0.306913270129451,0.30383480825958703,0.513,0.517
16,0.317438511128932,0.30678466076696165,0.498,0.513
238,0.323041688767,0.30973451327433627,0.491,0.509
338,0.324356058195684,0.31268436578171094,0.489,0.505
124,0.326873533973175,0.31563421828908556,0.486,0.501
298,0.327030661098898,0.3185840707964602,0.485,0.497
316,0.329637249374161,0.3215339233038348,0.482,0.493
157,0.331845888239116,0.32448377581120946,0.479,0.489
82,0.333813881571149,0.3274336283185841,0.476,0.485
61,0.336998712645243,0.3303834808259587,0.472,0.481
56,0.337172623478104,0.3333333333333333,0.472,0.477
280,0.347178084346296,0.336283185840708,0.459,0.473
202,0.348907964365048,0.3392330383480826,0.457,0.47
249,0.353523039167869,0.3421828908554572,0.452,0.466
166,0.356604741099296,0.34513274336283184,0.448,0.462
337,0.358013678002385,0.3480825958702065,0.446,0.458
2,0.360405031082444,0.35103244837758113,0.443,0.455
213,0.363086809635993,0.35398230088495575,0.44,0.451
283,0.373745918295115,0.35693215339233036,0.427,0.447
314,0.37789574564391,0.35988200589970504,0.423,0.444
38,0.379645254739963,0.36283185840707965,0.421,0.44
335,0.380101618271018,0.36578171091445427,0.42,0.437
229,0.383536456831074,0.3687315634218289,0.416,0.433
277,0.388704096781541,0.37168141592920356,0.41,0.43
31,0.389071398433547,0.3746312684365782,0.41,0.426
73,0.390881570653573,0.3775811209439528,0.408,0.423
164,0.39258780897578,0.3805309734513274,0.406,0.42
220,0.394468975536759,0.3834808259587021,0.404,0.416
332,0.401783490057257,0.3864306784660767,0.396,0.413
