,P,Exp P,Log P,Log Exp P
111,0.527192049714436,0.512280701754386,0.278,0.29
259,0.538863218423412,0.5157894736842106,0.269,0.288
149,0.540589709298272,0.519298245614035,0.267,0.285
147,0.540928905971733,0.5228070175438596,0.267,0.282
217,0.542376776626749,0.5263157894736842,0.266,0.279
107,0.5426433855101,0.5298245614035088,0.265,0.276
100,0.543576883118649,0.5333333333333333,0.265,0.273
88,0.543815452543355,0.5368421052631579,0.265,0.27
236,0.547786055431495,0.5403508771929825,0.261,0.267
164,0.55162171011943,0.543859649122807,0.258,0.265
202,0.552953686113363,0.5473684210526316,0.257,0.262
242,0.557710948619485,0.5508771929824562,0.254,0.259
72,0.558365983337551,0.5543859649122806,0.253,0.256
36,0.559150032330068,0.5578947368421052,0.252,0.253
137,0.559684901360566,0.5614035087719298,0.252,0.251
80,0.560509822250584,0.5649122807017544,0.251,0.248
138,0.560634668398483,0.5684210526315789,0.251,0.245
178,0.566245477808028,0.5719298245614035,0.247,0.243
221,0.567065312877859,0.5754385964912281,0.246,0.24
83,0.568712401677209,0.5789473684210527,0.245,0.237
276,0.569754819691653,0.5824561403508772,0.244,0.235
48,0.573687939899409,0.5859649122807018,0.241,0.232
156,0.577827652154736,0.5894736842105263,0.238,0.23
186,0.585742211493261,0.5929824561403508,0.232,0.227
124,0.586107444841735,0.5964912280701754,0.232,0.224
161,0.603460391213625,0.6,0.219,0.222
258,0.607417334913096,0.6035087719298246,0.217,0.219
208,0.608623181571951,0.6070175438596491,0.216,0.217
62,0.619634644161944,0.6105263157894737,0.208,0.214
89,0.626177899042215,0.6140350877192983,0.203,0.212
75,0.628663551000414,0.6175438596491228,0.202,0.209
204,0.632806474628202,0.6210526315789474,0.199,0.207
179,0.633158508104995,0.624561403508772,0.198,0.204
218,0.635292987602993,0.6280701754385964,0.197,0.202
169,0.638309606871099,0.631578947368421,0.195,0.2
206,0.646464949614976,0.6350877192982456,0.189,0.197
283,0.65360357308371,0.6385964912280702,0.185,0.195
74,0.656223948671904,0.6421052631578947,0.183,0.192
227,0.659562768982385,0.6456140350877193,0.181,0.19
45,0.664687877653481,0.6491228070175439,0.177,0.188
225,0.665550310690332,0.6526315789473685,0.177,0.185
91,0.665550310690332,0.656140350877193,0.177,0.183
170,0.671513316570444,0.6596491228070176,0.173,0.181
61,0.671763414516514,0.6631578947368421,0.173,0.178
66,0.671973364225969,0.6666666666666666,0.173,0.176
223,0.67465139656787,0.6701754385964912,0.171,0.174
251,0.682596280287397,0.6736842105263158,0.166,0.172
42,0.684356969542106,0.6771929824561403,0.165,0.169
267,0.68557083594253,0.6807017543859649,0.164,0.167
189,0.688232718178751,0.6842105263157895,0.162,0.165
233,0.689775235721652,0.6877192982456141,0.161,0.163
222,0.693070026532695,0.6912280701754386,0.159,0.16
59,0.696669207542588,0.6947368421052632,0.157,0.158
163,0.700152808833481,0.6982456140350877,0.155,0.156
52,0.703043420666093,0.7017543859649122,0.153,0.154
