,P,Exp P,Log P,Log Exp P
118,0.489568484963271,0.4752475247524752,0.31,0.323
30,0.490780399458103,0.47854785478547857,0.309,0.32
227,0.490872438853709,0.48184818481848185,0.309,0.317
279,0.491300359197284,0.48514851485148514,0.309,0.314
50,0.493847678623361,0.4884488448844885,0.306,0.311
109,0.499181494766135,0.49174917491749176,0.302,0.308
61,0.501057671821861,0.49504950495049505,0.3,0.305
173,0.507295913438031,0.49834983498349833,0.295,0.302
121,0.509027214391217,0.5016501650165016,0.293,0.3
20,0.509439596335226,0.504950495049505,0.293,0.297
4,0.509598153723071,0.5082508250825083,0.293,0.294
87,0.5116310088129,0.5115511551155115,0.291,0.291
158,0.512511714798555,0.5148514851485149,0.29,0.288
261,0.520633457276047,0.5181518151815182,0.283,0.286
242,0.520923697723339,0.5214521452145214,0.283,0.283
161,0.524196630316394,0.5247524752475248,0.281,0.28
42,0.526079135393692,0.528052805280528,0.279,0.277
194,0.529512548669818,0.5313531353135313,0.276,0.275
99,0.530642240477773,0.5346534653465347,0.275,0.272
160,0.537887602342391,0.5379537953795379,0.269,0.269
151,0.539831143673812,0.5412541254125413,0.268,0.267
189,0.540730111235582,0.5445544554455446,0.267,0.264
229,0.542746958979073,0.5478547854785478,0.265,0.261
278,0.549686833620568,0.5511551155115512,0.26,0.259
245,0.559909866537989,0.5544554455445545,0.252,0.256
124,0.572090814302764,0.5577557755775577,0.243,0.254
27,0.575412117911354,0.5610561056105611,0.24,0.251
44,0.580429934376567,0.5643564356435643,0.236,0.248
60,0.581094443348318,0.5676567656765676,0.236,0.246
186,0.586301827984409,0.570957095709571,0.232,0.243
137,0.598106636756111,0.5742574257425742,0.223,0.241
52,0.60048055750457,0.5775577557755776,0.222,0.238
12,0.602733541492372,0.5808580858085809,0.22,0.236
114,0.60843311874019,0.5841584158415841,0.216,0.233
70,0.613637992217699,0.5874587458745875,0.212,0.231
63,0.61446356971677,0.5907590759075908,0.212,0.229
117,0.617202421068993,0.594059405940594,0.21,0.226
113,0.623584492921989,0.5973597359735974,0.205,0.224
285,0.623731942940806,0.6006600660066007,0.205,0.221
83,0.634489108795131,0.6039603960396039,0.198,0.219
128,0.635946994643359,0.6072607260726073,0.197,0.217
96,0.64104979262086,0.6105610561056105,0.193,0.214
251,0.645903724069947,0.6138613861386139,0.19,0.212
248,0.647544899775235,0.6171617161716172,0.189,0.21
302,0.648002721350588,0.6204620462046204,0.188,0.207
260,0.650538074793157,0.6237623762376238,0.187,0.205
150,0.652180314067952,0.6270627062706271,0.186,0.203
235,0.653484581894905,0.6303630363036303,0.185,0.2
203,0.653870322873154,0.6336633663366337,0.185,0.198
45,0.660207735985956,0.636963696369637,0.18,0.196
200,0.66204444863031,0.6402640264026402,0.179,0.194
225,0.664212619517564,0.6435643564356436,0.178,0.191
239,0.667702676831097,0.6468646864686468,0.175,0.189
97,0.669631908476457,0.6501650165016502,0.174,0.187
115,0.672897754539678,0.6534653465346535,0.172,0.185
238,0.67516346508441,0.6567656765676567,0.171,0.183
254,0.676011821638506,0.6600660066006601,0.17,0.18
207,0.677240299687557,0.6633663366336634,0.169,0.178
191,0.677664417895974,0.6666666666666666,0.169,0.176
283,0.678633439827482,0.66996699669967,0.168,0.174
190,0.679554214651661,0.6732673267326733,0.168,0.172
41,0.684998204415064,0.6765676567656765,0.164,0.17
131,0.685259918891386,0.6798679867986799,0.164,0.168
23,0.686232313355681,0.6831683168316832,0.164,0.165
224,0.697392539322518,0.6864686468646864,0.157,0.163
6,0.69740728974308,0.6897689768976898,0.157,0.161
264,0.697526714774033,0.693069306930693,0.156,0.159
277,0.697893282022881,0.6963696369636964,0.156,0.157
47,0.700026568018316,0.6996699669966997,0.155,0.155
100,0.700233528093314,0.7029702970297029,0.155,0.153
48,0.700564882482364,0.7062706270627063,0.155,0.151
55,0.701144741084903,0.7095709570957096,0.154,0.149
298,0.702411448434186,0.7128712871287128,0.153,0.147
281,0.703175036492119,0.7161716171617162,0.153,0.145
266,0.7093945061711,0.7194719471947195,0.149,0.143
33,0.719574727319118,0.7227722772277227,0.143,0.141
232,0.722299289964135,0.7260726072607261,0.141,0.139
168,0.722946793847382,0.7293729372937293,0.141,0.137
196,0.730113453677936,0.7326732673267327,0.137,0.135
122,0.730681620786579,0.735973597359736,0.136,0.133
119,0.732961626249188,0.7392739273927392,0.135,0.131
10,0.735271499442341,0.7425742574257426,0.134,0.129
143,0.741003730696344,0.7458745874587459,0.13,0.127
275,0.746523318615534,0.7491749174917491,0.127,0.125
40,0.749074628358669,0.7524752475247525,0.125,0.124
32,0.750601058208415,0.7557755775577558,0.125,0.122
136,0.752315763553107,0.759075907590759,0.124,0.12
195,0.753062292750957,0.7623762376237624,0.123,0.118
165,0.75577638371072,0.7656765676567657,0.122,0.116
209,0.758489461999767,0.768976897689769,0.12,0.114
88,0.759402961132613,0.7722772277227723,0.12,0.112
272,0.763510437054216,0.7755775577557755,0.117,0.11
92,0.767633124164592,0.7788778877887789,0.115,0.109
222,0.768906261834039,0.7821782178217822,0.114,0.107
37,0.770494988219529,0.7854785478547854,0.113,0.105
234,0.776877767260471,0.7887788778877888,0.11,0.103
110,0.77767506553356,0.7920792079207921,0.109,0.101
133,0.778361042511561,0.7953795379537953,0.109,0.099
116,0.779527963329811,0.7986798679867987,0.108,0.098
149,0.781419829743853,0.801980198019802,0.107,0.096
244,0.784336484894761,0.8052805280528053,0.105,0.094
16,0.79031110426572,0.8085808580858086,0.102,0.092
171,0.79413252430406,0.8118811881188119,0.1,0.091
145,0.796790813953221,0.8151815181518152,0.099,0.089
38,0.798059620339958,0.8184818481848185,0.098,0.087
0,0.801459942425214,0.8217821782178217,0.096,0.085
36,0.80173540373598,0.8250825082508251,0.096,0.084
299,0.802035659577925,0.8283828382838284,0.096,0.082
214,0.807180435817704,0.8316831683168316,0.093,0.08
265,0.81438553591326,0.834983498349835,0.089,0.078
284,0.814640762453762,0.8382838283828383,0.089,0.077
175,0.818918206832973,0.8415841584158416,0.087,0.075
101,0.820501409444463,0.8448844884488449,0.086,0.073
21,0.821454248096845,0.8481848184818482,0.085,0.072
72,0.825813052123987,0.8514851485148515,0.083,0.07
156,0.829665722917121,0.8547854785478548,0.081,0.068
71,0.830556024796546,0.858085808580858,0.081,0.066
141,0.830664733237987,0.8613861386138614,0.081,0.065
201,0.835149915442271,0.8646864686468647,0.078,0.063
170,0.835216966536464,0.8679867986798679,0.078,0.061
120,0.836396648777544,0.8712871287128713,0.078,0.06
142,0.838073660594421,0.8745874587458746,0.077,0.058
39,0.842721232095814,0.8778877887788779,0.074,0.057
107,0.876112028087858,0.8811881188118812,0.057,0.055
126,0.876397423388113,0.8844884488448845,0.057,0.053
282,0.876649281056874,0.8877887788778878,0.057,0.052
202,0.878734718936828,0.8910891089108911,0.056,0.05
14,0.884971300060605,0.8943894389438944,0.053,0.048
