,P,Exp P,Log P,Log Exp P
78,0.510614017375807,0.5357142857142857,0.292,0.271
170,0.521368945308424,0.5392857142857143,0.283,0.268
163,0.522495650988791,0.5428571428571428,0.282,0.265
210,0.527779538430076,0.5464285714285714,0.278,0.262
118,0.530735355805578,0.55,0.275,0.26
253,0.535849214493043,0.5535714285714286,0.271,0.257
67,0.53764720670396,0.5571428571428572,0.27,0.254
19,0.539022283768119,0.5607142857142857,0.268,0.251
124,0.539677239082539,0.5642857142857143,0.268,0.249
49,0.540939322722388,0.5678571428571428,0.267,0.246
13,0.548642823078344,0.5714285714285714,0.261,0.243
144,0.555360087945032,0.575,0.255,0.24
218,0.561843407071965,0.5785714285714286,0.25,0.238
143,0.562721892836199,0.5821428571428572,0.25,0.235
59,0.564975867761416,0.5857142857142857,0.248,0.232
227,0.565977584996688,0.5892857142857143,0.247,0.23
22,0.574542158542627,0.5928571428571429,0.241,0.227
100,0.575850626954209,0.5964285714285714,0.24,0.224
17,0.578048535252022,0.6,0.238,0.222
220,0.586244702930665,0.6035714285714285,0.232,0.219
131,0.588367461921914,0.6071428571428571,0.23,0.217
117,0.588502755424664,0.6107142857142858,0.23,0.214
8,0.59336416386256,0.6142857142857143,0.227,0.212
16,0.599322797259121,0.6178571428571429,0.222,0.209
251,0.599444704460568,0.6214285714285714,0.222,0.207
269,0.608030263447575,0.625,0.216,0.204
199,0.621944794565707,0.6285714285714286,0.206,0.202
73,0.623053160736774,0.6321428571428571,0.205,0.199
102,0.623133166275684,0.6357142857142857,0.205,0.197
62,0.626926339878452,0.6392857142857142,0.203,0.194
113,0.629370389923286,0.6428571428571429,0.201,0.192
4,0.631721785499263,0.6464285714285715,0.199,0.189
263,0.641141365532556,0.65,0.193,0.187
152,0.645198359741352,0.6535714285714286,0.19,0.185
273,0.645783317599106,0.6571428571428571,0.19,0.182
23,0.648450298781972,0.6607142857142857,0.188,0.18
249,0.650270107310999,0.6642857142857143,0.187,0.178
242,0.661437169897364,0.6678571428571428,0.18,0.175
2,0.663985859777834,0.6714285714285714,0.178,0.173
206,0.670112961207632,0.675,0.174,0.171
93,0.674506408087611,0.6785714285714286,0.171,0.168
274,0.67476749207994,0.6821428571428572,0.171,0.166
159,0.681248741460737,0.6857142857142857,0.167,0.164
57,0.68285278090251,0.6892857142857143,0.166,0.162
37,0.685137544166054,0.6928571428571428,0.164,0.159
250,0.68593251709287,0.6964285714285714,0.164,0.157
14,0.690763107396841,0.7,0.161,0.155
195,0.693373623028837,0.7035714285714286,0.159,0.153
76,0.696354825750271,0.7071428571428572,0.157,0.15
217,0.698048231147462,0.7107142857142857,0.156,0.148
122,0.698976840514106,0.7142857142857143,0.156,0.146
226,0.704723674002202,0.7178571428571429,0.152,0.144
48,0.706580466736236,0.7214285714285714,0.151,0.142
176,0.706988242067783,0.725,0.151,0.14
86,0.709037233401152,0.7285714285714285,0.149,0.138
258,0.712305863581652,0.7321428571428571,0.147,0.135
175,0.719457219323774,0.7357142857142858,0.143,0.133
272,0.724238113025663,0.7392857142857143,0.14,0.131
154,0.724846954351346,0.7428571428571429,0.14,0.129
155,0.726057360115554,0.7464285714285714,0.139,0.127
12,0.731961352086967,0.75,0.136,0.125
64,0.733976467617899,0.7535714285714286,0.134,0.123
279,0.736484866048888,0.7571428571428571,0.133,0.121
139,0.744449539789085,0.7607142857142857,0.128,0.119
46,0.74655444849124,0.7642857142857142,0.127,0.117
166,0.749826635605591,0.7678571428571429,0.125,0.115
134,0.749962566749874,0.7714285714285715,0.125,0.113
120,0.750370971586794,0.775,0.125,0.111
119,0.751197340189852,0.7785714285714286,0.124,0.109
147,0.752280376358829,0.7821428571428571,0.124,0.107
190,0.755477693912747,0.7857142857142857,0.122,0.105
145,0.761668224835383,0.7892857142857143,0.118,0.103
94,0.766294707752295,0.7928571428571428,0.116,0.101
167,0.768983001220471,0.7964285714285714,0.114,0.099
208,0.773531527506534,0.8,0.112,0.097
61,0.774849304335317,0.8035714285714286,0.111,0.095
150,0.777705148505716,0.8071428571428572,0.109,0.093
160,0.781207579417754,0.8107142857142857,0.107,0.091
132,0.792905042533171,0.8142857142857143,0.101,0.089
276,0.804370169560378,0.8178571428571428,0.095,0.087
77,0.809041155519717,0.8214285714285714,0.092,0.085
174,0.820836571524125,0.825,0.086,0.084
84,0.831191837889397,0.8285714285714286,0.08,0.082
151,0.837605391718831,0.8321428571428572,0.077,0.08
87,0.838294428564079,0.8357142857142857,0.077,0.078
96,0.842640459904351,0.8392857142857143,0.074,0.076
232,0.843741576130284,0.8428571428571429,0.074,0.074
109,0.844871704433439,0.8464285714285714,0.073,0.072
260,0.859160947026041,0.85,0.066,0.071
188,0.861547383307862,0.8535714285714285,0.065,0.069
178,0.861898555762282,0.8571428571428571,0.065,0.067
146,0.866654895648995,0.8607142857142858,0.062,0.065
187,0.874021248873466,0.8642857142857143,0.058,0.063
180,0.875631770720074,0.8678571428571429,0.058,0.062
267,0.876085399738382,0.8714285714285714,0.057,0.06
148,0.877525004533151,0.875,0.057,0.058
278,0.880140143322043,0.8785714285714286,0.055,0.056
205,0.883899589157814,0.8821428571428571,0.054,0.054
204,0.886355880147334,0.8857142857142857,0.052,0.053
156,0.887639466299953,0.8892857142857142,0.052,0.051
196,0.909114148989926,0.8928571428571429,0.041,0.049
90,0.909498391697922,0.8964285714285715,0.041,0.047
106,0.914760753832702,0.9,0.039,0.046
32,0.917000101957739,0.9035714285714286,0.038,0.044
127,0.91703011902173,0.9071428571428571,0.038,0.042
126,0.917497388301832,0.9107142857142857,0.037,0.041
264,0.923650174012408,0.9142857142857143,0.034,0.039
69,0.925351157383577,0.9178571428571428,0.034,0.037
97,0.928933337409015,0.9214285714285714,0.032,0.036
157,0.932040850049454,0.925,0.031,0.034
207,0.932863783675133,0.9285714285714286,0.03,0.032
92,0.942056853829173,0.9321428571428572,0.026,0.031
42,0.942202419377363,0.9357142857142857,0.026,0.029
104,0.946711514107708,0.9392857142857143,0.024,0.027
246,0.952840151514542,0.9428571428571428,0.021,0.026
39,0.954048745640404,0.9464285714285714,0.02,0.024
216,0.95646572135343,0.95,0.019,0.022
137,0.961565613567027,0.9535714285714286,0.017,0.021
138,0.963335849925896,0.9571428571428572,0.016,0.019
135,0.963677439363386,0.9607142857142857,0.016,0.017
257,0.965242892916698,0.9642857142857143,0.015,0.016
29,0.970236728457517,0.9678571428571429,0.013,0.014
239,0.971033326670925,0.9714285714285714,0.013,0.013
237,0.975001839006678,0.975,0.011,0.011
25,0.975735044385948,0.9785714285714285,0.011,0.009
51,0.975901884385574,0.9821428571428571,0.011,0.008
9,0.978135977301436,0.9857142857142858,0.01,0.006
27,0.98035730630243,0.9892857142857143,0.009,0.005
55,0.980715740992067,0.9928571428571429,0.008,0.003
101,0.98514061894778,0.9964285714285714,0.007,0.002
209,0.996528516916367,1.0,0.002,-0.0
