,P,Exp P,Log P,Log Exp P
145,0.697011219354876,0.45692883895131087,0.157,0.34
93,0.700106024383286,0.4606741573033708,0.155,0.337
168,0.702974028533946,0.46441947565543074,0.153,0.333
26,0.704218826214266,0.4681647940074906,0.152,0.33
74,0.70802632848008,0.47191011235955055,0.15,0.326
177,0.7081368,0.4756554307116105,0.15,0.323
258,0.708187532699309,0.4794007490636704,0.15,0.319
50,0.712005603432392,0.48314606741573035,0.148,0.316
199,0.712220615223155,0.4868913857677903,0.147,0.313
197,0.7179868,0.49063670411985016,0.144,0.309
124,0.7188703,0.4943820224719101,0.143,0.306
48,0.720991023687086,0.49812734082397003,0.142,0.303
15,0.723251,0.50187265917603,0.141,0.299
235,0.724250141791083,0.5056179775280899,0.14,0.296
106,0.724347139069624,0.5093632958801498,0.14,0.293
56,0.725571245697487,0.5131086142322098,0.139,0.29
123,0.726614,0.5168539325842697,0.139,0.287
19,0.728015900000001,0.5205992509363296,0.138,0.283
64,0.7302748,0.5243445692883895,0.137,0.28
208,0.731535333205768,0.5280898876404494,0.136,0.277
52,0.7321658,0.5318352059925093,0.135,0.274
180,0.734021623443946,0.5355805243445693,0.134,0.271
211,0.734080805402198,0.5393258426966292,0.134,0.268
239,0.7344668,0.5430711610486891,0.134,0.265
203,0.7365901,0.5468164794007491,0.133,0.262
21,0.737797418766977,0.550561797752809,0.132,0.259
191,0.738715439567105,0.5543071161048689,0.132,0.256
85,0.7390923,0.5580524344569289,0.131,0.253
133,0.7428818,0.5617977528089888,0.129,0.25
45,0.749811146454867,0.5655430711610487,0.125,0.248
232,0.759017400000001,0.5692883895131086,0.12,0.245
252,0.764478,0.5730337078651685,0.117,0.242
122,0.766808409812197,0.5767790262172284,0.115,0.239
4,0.769281413592078,0.5805243445692884,0.114,0.236
80,0.7693236,0.5842696629213483,0.114,0.233
216,0.771598913155551,0.5880149812734082,0.113,0.231
129,0.775193405488039,0.5917602996254682,0.111,0.228
49,0.775357029868394,0.5955056179775281,0.11,0.225
59,0.775478000000001,0.599250936329588,0.11,0.222
46,0.779726620669317,0.602996254681648,0.108,0.22
47,0.780630338710131,0.6067415730337079,0.108,0.217
178,0.784380438676608,0.6104868913857678,0.105,0.214
240,0.788004639813782,0.6142322097378277,0.103,0.212
137,0.7883174,0.6179775280898876,0.103,0.209
157,0.792113943323349,0.6217228464419475,0.101,0.206
70,0.794891601210125,0.6254681647940075,0.1,0.204
150,0.795700800000001,0.6292134831460674,0.099,0.201
245,0.79646410202233,0.6329588014981273,0.099,0.199
170,0.7977865,0.6367041198501873,0.098,0.196
153,0.802048400000001,0.6404494382022472,0.096,0.194
34,0.8024151,0.6441947565543071,0.096,0.191
110,0.804231018860995,0.6479400749063671,0.095,0.188
75,0.805623736681072,0.651685393258427,0.094,0.186
120,0.805707437492834,0.6554307116104869,0.094,0.183
73,0.806221208602684,0.6591760299625468,0.094,0.181
242,0.807243000000001,0.6629213483146067,0.093,0.179
127,0.810093910716214,0.6666666666666666,0.091,0.176
217,0.811685504540076,0.6704119850187266,0.091,0.174
18,0.8151165,0.6741573033707865,0.089,0.171
188,0.818100811787921,0.6779026217228464,0.087,0.169
262,0.8190633,0.6816479400749064,0.087,0.166
198,0.8231474,0.6853932584269663,0.085,0.164
63,0.8244009,0.6891385767790262,0.084,0.162
17,0.825451010762186,0.6928838951310862,0.083,0.159
151,0.8283851,0.6966292134831461,0.082,0.157
116,0.8300961,0.700374531835206,0.081,0.155
72,0.8322855,0.704119850187266,0.08,0.152
231,0.8343329,0.7078651685393258,0.079,0.15
55,0.834519818279407,0.7116104868913857,0.079,0.148
142,0.836558122126418,0.7153558052434457,0.078,0.145
171,0.838861022905961,0.7191011235955056,0.076,0.143
190,0.8391018,0.7228464419475655,0.076,0.141
29,0.839780827607335,0.7265917602996255,0.076,0.139
139,0.8398246,0.7303370786516854,0.076,0.136
152,0.840095400000001,0.7340823970037453,0.076,0.134
25,0.841516200000001,0.7378277153558053,0.075,0.132
186,0.843576042937035,0.7415730337078652,0.074,0.13
87,0.844033902731506,0.7453183520599251,0.074,0.128
136,0.844680033276381,0.7490636704119851,0.073,0.125
175,0.8476992,0.7528089887640449,0.072,0.123
222,0.856004236519789,0.7565543071161048,0.068,0.121
147,0.862246200000001,0.7602996254681648,0.064,0.119
179,0.86685654721139,0.7640449438202247,0.062,0.117
92,0.8682722,0.7677902621722846,0.061,0.115
155,0.871170800000001,0.7715355805243446,0.06,0.113
66,0.8764205,0.7752808988764045,0.057,0.111
205,0.876657349070324,0.7790262172284644,0.057,0.108
98,0.876815,0.7827715355805244,0.057,0.106
0,0.87834032982617,0.7865168539325843,0.056,0.104
125,0.879188019798779,0.7902621722846442,0.056,0.102
219,0.879475100000001,0.7940074906367042,0.056,0.1
236,0.881647886669981,0.797752808988764,0.055,0.098
95,0.883131531333234,0.8014981273408239,0.054,0.096
33,0.883610200000002,0.8052434456928839,0.054,0.094
215,0.883649100000001,0.8089887640449438,0.054,0.092
3,0.886928442389173,0.8127340823970037,0.052,0.09
173,0.887107716883083,0.8164794007490637,0.052,0.088
58,0.8906899,0.8202247191011236,0.05,0.086
263,0.8923765,0.8239700374531835,0.049,0.084
121,0.8949262,0.8277153558052435,0.048,0.082
79,0.895000945824353,0.8314606741573034,0.048,0.08
118,0.8976885,0.8352059925093633,0.047,0.078
69,0.899929605719976,0.8389513108614233,0.046,0.076
57,0.9067424,0.8426966292134831,0.043,0.074
226,0.907573600000002,0.846441947565543,0.042,0.072
243,0.9099034,0.850187265917603,0.041,0.07
107,0.911457399999999,0.8539325842696629,0.04,0.069
108,0.912452244968304,0.8576779026217228,0.04,0.067
132,0.914316208047778,0.8614232209737828,0.039,0.065
39,0.915294738310658,0.8651685393258427,0.038,0.063
247,0.915438100000002,0.8689138576779026,0.038,0.061
111,0.924441200000001,0.8726591760299626,0.034,0.059
51,0.9259476,0.8764044943820225,0.033,0.057
218,0.932499508216389,0.8801498127340824,0.03,0.055
94,0.9343251,0.8838951310861424,0.03,0.054
253,0.9346419,0.8876404494382022,0.029,0.052
200,0.935861800000001,0.8913857677902621,0.029,0.05
164,0.936328406480939,0.8951310861423221,0.029,0.048
238,0.9364638,0.898876404494382,0.029,0.046
103,0.937246843574511,0.9026217228464419,0.028,0.044
105,0.938369000000004,0.9063670411985019,0.028,0.043
143,0.943328500000004,0.9101123595505618,0.025,0.041
265,0.949133999999999,0.9138576779026217,0.023,0.039
68,0.950024134908673,0.9176029962546817,0.022,0.037
192,0.951266999999999,0.9213483146067416,0.022,0.036
249,0.952109700000001,0.9250936329588015,0.021,0.034
54,0.952940805393364,0.9288389513108615,0.021,0.032
23,0.9529606,0.9325842696629213,0.021,0.03
134,0.953896600000003,0.9363295880149812,0.02,0.029
128,0.954182746992163,0.9400749063670412,0.02,0.027
189,0.955773510538346,0.9438202247191011,0.02,0.025
187,0.956714701203545,0.947565543071161,0.019,0.023
233,0.959529921308041,0.951310861423221,0.018,0.022
166,0.961020514563929,0.9550561797752809,0.017,0.02
214,0.961034300000001,0.9588014981273408,0.017,0.018
213,0.963140013597007,0.9625468164794008,0.016,0.017
138,0.965949736653935,0.9662921348314607,0.015,0.015
220,0.966586819308244,0.9700374531835206,0.015,0.013
37,0.97145620000001,0.9737827715355806,0.013,0.012
201,0.971971114891526,0.9775280898876404,0.012,0.01
67,0.972640100000006,0.9812734082397003,0.012,0.008
91,0.976043320049967,0.9850187265917603,0.011,0.007
104,0.977227799999998,0.9887640449438202,0.01,0.005
185,0.978227300250211,0.9925093632958801,0.01,0.003
210,0.97945160000001,0.9962546816479401,0.009,0.002
1,0.979557235462135,1.0,0.009,-0.0
