,P,Exp P,Log P,Log Exp P
276,0.346037626339549,0.3103448275862069,0.461,0.508
298,0.352140220553168,0.31347962382445144,0.453,0.504
72,0.354344904547369,0.3166144200626959,0.451,0.499
138,0.356020058655101,0.31974921630094044,0.449,0.495
180,0.357859577977687,0.322884012539185,0.446,0.491
150,0.359147349691416,0.32601880877742945,0.445,0.487
236,0.364873842141224,0.329153605015674,0.438,0.483
206,0.365413748348853,0.3322884012539185,0.437,0.478
198,0.371223314299301,0.335423197492163,0.43,0.474
233,0.373875700343611,0.3385579937304075,0.427,0.47
168,0.376671227082259,0.34169278996865204,0.424,0.466
122,0.376733360518519,0.3448275862068966,0.424,0.462
91,0.377653507848707,0.34796238244514105,0.423,0.458
262,0.380592346256709,0.3510971786833856,0.42,0.455
193,0.384340111904685,0.3542319749216301,0.415,0.451
134,0.394322860484981,0.3573667711598746,0.404,0.447
124,0.395340553179337,0.3605015673981191,0.403,0.443
196,0.396793747605213,0.36363636363636365,0.401,0.439
52,0.397094253599597,0.3667711598746082,0.401,0.436
47,0.400779646989902,0.36990595611285265,0.397,0.432
273,0.406578651942862,0.3730407523510972,0.391,0.428
18,0.412331934875004,0.3761755485893417,0.385,0.425
302,0.427478266367943,0.3793103448275862,0.369,0.421
159,0.432646524898196,0.3824451410658307,0.364,0.417
170,0.435107567348105,0.38557993730407525,0.361,0.414
147,0.448017835012288,0.3887147335423197,0.349,0.41
41,0.448224446978178,0.39184952978056425,0.349,0.407
295,0.451191890884286,0.3949843260188088,0.346,0.403
194,0.453851072706795,0.3981191222570533,0.343,0.4
312,0.453912975144776,0.4012539184952978,0.343,0.397
303,0.454138189649597,0.4043887147335423,0.343,0.393
243,0.454493473777973,0.40752351097178685,0.342,0.39
96,0.456283008393297,0.4106583072100313,0.341,0.387
14,0.456808147294436,0.41379310344827586,0.34,0.383
156,0.464414685658673,0.4169278996865204,0.333,0.38
257,0.465032288383232,0.4200626959247649,0.333,0.377
137,0.465304779839442,0.4231974921630094,0.332,0.373
318,0.467946541523569,0.4263322884012539,0.33,0.37
45,0.470387944452824,0.42946708463949845,0.328,0.367
181,0.478695778979278,0.43260188087774293,0.32,0.364
101,0.479140921042779,0.43573667711598746,0.32,0.361
222,0.47952752395698,0.438871473354232,0.319,0.358
27,0.485058986962386,0.44200626959247646,0.314,0.355
242,0.486451561121677,0.445141065830721,0.313,0.352
107,0.487964499992687,0.4482758620689655,0.312,0.348
157,0.492685305766725,0.45141065830721006,0.307,0.345
84,0.493742872507017,0.45454545454545453,0.306,0.342
