cohort,phenotype,grouptest,maf,plot_types,expected_plots_file,plots_file_present
EAS_ALL,AAA,pLoF,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF.maf0-0001.regions.qq.png,False
EAS_ALL,AAA,pLoF,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF.maf0-0001.regions.manhattan.png,False
EAS_ALL,AAA,pLoF,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF.maf0-001.regions.qq.png,False
EAS_ALL,AAA,pLoF,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF.maf0-001.regions.manhattan.png,False
EAS_ALL,AAA,pLoF,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF.maf0-01.regions.qq.png,False
EAS_ALL,AAA,pLoF,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF.maf0-01.regions.manhattan.png,False
EAS_ALL,AAA,damaging_missense,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.damaging_missense.maf0-0001.regions.qq.png,False
EAS_ALL,AAA,damaging_missense,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.damaging_missense.maf0-0001.regions.manhattan.png,False
EAS_ALL,AAA,damaging_missense,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.damaging_missense.maf0-001.regions.qq.png,False
EAS_ALL,AAA,damaging_missense,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.damaging_missense.maf0-001.regions.manhattan.png,False
EAS_ALL,AAA,damaging_missense,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.damaging_missense.maf0-01.regions.qq.png,False
EAS_ALL,AAA,damaging_missense,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.damaging_missense.maf0-01.regions.manhattan.png,False
EAS_ALL,AAA,other_missense,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.other_missense.maf0-0001.regions.qq.png,False
EAS_ALL,AAA,other_missense,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.other_missense.maf0-0001.regions.manhattan.png,False
EAS_ALL,AAA,other_missense,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.other_missense.maf0-001.regions.qq.png,False
EAS_ALL,AAA,other_missense,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.other_missense.maf0-001.regions.manhattan.png,False
EAS_ALL,AAA,other_missense,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.other_missense.maf0-01.regions.qq.png,False
EAS_ALL,AAA,other_missense,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.other_missense.maf0-01.regions.manhattan.png,False
EAS_ALL,AAA,synonymous,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.synonymous.maf0-0001.regions.qq.png,False
EAS_ALL,AAA,synonymous,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.synonymous.maf0-0001.regions.manhattan.png,False
EAS_ALL,AAA,synonymous,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.synonymous.maf0-001.regions.qq.png,False
EAS_ALL,AAA,synonymous,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.synonymous.maf0-001.regions.manhattan.png,False
EAS_ALL,AAA,synonymous,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.synonymous.maf0-01.regions.qq.png,False
EAS_ALL,AAA,synonymous,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.synonymous.maf0-01.regions.manhattan.png,False
EAS_ALL,AAA,pLoF-damaging_missense,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF-damaging_missense.maf0-0001.regions.qq.png,False
EAS_ALL,AAA,pLoF-damaging_missense,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF-damaging_missense.maf0-0001.regions.manhattan.png,False
EAS_ALL,AAA,pLoF-damaging_missense,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF-damaging_missense.maf0-001.regions.qq.png,False
EAS_ALL,AAA,pLoF-damaging_missense,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF-damaging_missense.maf0-001.regions.manhattan.png,False
EAS_ALL,AAA,pLoF-damaging_missense,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF-damaging_missense.maf0-01.regions.qq.png,False
EAS_ALL,AAA,pLoF-damaging_missense,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF-damaging_missense.maf0-01.regions.manhattan.png,False
EAS_ALL,AAA,pLoF-damaging_missense-other_missense-synonymous,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF-damaging_missense-other_missense-synonymous.maf0-0001.regions.qq.png,False
EAS_ALL,AAA,pLoF-damaging_missense-other_missense-synonymous,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF-damaging_missense-other_missense-synonymous.maf0-0001.regions.manhattan.png,False
EAS_ALL,AAA,pLoF-damaging_missense-other_missense-synonymous,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF-damaging_missense-other_missense-synonymous.maf0-001.regions.qq.png,False
EAS_ALL,AAA,pLoF-damaging_missense-other_missense-synonymous,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF-damaging_missense-other_missense-synonymous.maf0-001.regions.manhattan.png,False
EAS_ALL,AAA,pLoF-damaging_missense-other_missense-synonymous,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF-damaging_missense-other_missense-synonymous.maf0-01.regions.qq.png,False
EAS_ALL,AAA,pLoF-damaging_missense-other_missense-synonymous,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.AAA.pLoF-damaging_missense-other_missense-synonymous.maf0-01.regions.manhattan.png,False
EAS_ALL,BMI_median,pLoF,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF.maf0-0001.regions.qq.png,False
EAS_ALL,BMI_median,pLoF,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF.maf0-0001.regions.manhattan.png,False
EAS_ALL,BMI_median,pLoF,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF.maf0-001.regions.qq.png,False
EAS_ALL,BMI_median,pLoF,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF.maf0-001.regions.manhattan.png,False
EAS_ALL,BMI_median,pLoF,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF.maf0-01.regions.qq.png,False
EAS_ALL,BMI_median,pLoF,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF.maf0-01.regions.manhattan.png,False
EAS_ALL,BMI_median,damaging_missense,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.damaging_missense.maf0-0001.regions.qq.png,False
EAS_ALL,BMI_median,damaging_missense,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.damaging_missense.maf0-0001.regions.manhattan.png,False
EAS_ALL,BMI_median,damaging_missense,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.damaging_missense.maf0-001.regions.qq.png,False
EAS_ALL,BMI_median,damaging_missense,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.damaging_missense.maf0-001.regions.manhattan.png,False
EAS_ALL,BMI_median,damaging_missense,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.damaging_missense.maf0-01.regions.qq.png,False
EAS_ALL,BMI_median,damaging_missense,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.damaging_missense.maf0-01.regions.manhattan.png,False
EAS_ALL,BMI_median,other_missense,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.other_missense.maf0-0001.regions.qq.png,False
EAS_ALL,BMI_median,other_missense,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.other_missense.maf0-0001.regions.manhattan.png,False
EAS_ALL,BMI_median,other_missense,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.other_missense.maf0-001.regions.qq.png,False
EAS_ALL,BMI_median,other_missense,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.other_missense.maf0-001.regions.manhattan.png,False
EAS_ALL,BMI_median,other_missense,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.other_missense.maf0-01.regions.qq.png,False
EAS_ALL,BMI_median,other_missense,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.other_missense.maf0-01.regions.manhattan.png,False
EAS_ALL,BMI_median,synonymous,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.synonymous.maf0-0001.regions.qq.png,False
EAS_ALL,BMI_median,synonymous,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.synonymous.maf0-0001.regions.manhattan.png,False
EAS_ALL,BMI_median,synonymous,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.synonymous.maf0-001.regions.qq.png,False
EAS_ALL,BMI_median,synonymous,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.synonymous.maf0-001.regions.manhattan.png,False
EAS_ALL,BMI_median,synonymous,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.synonymous.maf0-01.regions.qq.png,False
EAS_ALL,BMI_median,synonymous,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.synonymous.maf0-01.regions.manhattan.png,False
EAS_ALL,BMI_median,pLoF-damaging_missense,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF-damaging_missense.maf0-0001.regions.qq.png,False
EAS_ALL,BMI_median,pLoF-damaging_missense,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF-damaging_missense.maf0-0001.regions.manhattan.png,False
EAS_ALL,BMI_median,pLoF-damaging_missense,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF-damaging_missense.maf0-001.regions.qq.png,False
EAS_ALL,BMI_median,pLoF-damaging_missense,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF-damaging_missense.maf0-001.regions.manhattan.png,False
EAS_ALL,BMI_median,pLoF-damaging_missense,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF-damaging_missense.maf0-01.regions.qq.png,False
EAS_ALL,BMI_median,pLoF-damaging_missense,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF-damaging_missense.maf0-01.regions.manhattan.png,False
EAS_ALL,BMI_median,pLoF-damaging_missense-other_missense-synonymous,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF-damaging_missense-other_missense-synonymous.maf0-0001.regions.qq.png,False
EAS_ALL,BMI_median,pLoF-damaging_missense-other_missense-synonymous,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF-damaging_missense-other_missense-synonymous.maf0-0001.regions.manhattan.png,False
EAS_ALL,BMI_median,pLoF-damaging_missense-other_missense-synonymous,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF-damaging_missense-other_missense-synonymous.maf0-001.regions.qq.png,False
EAS_ALL,BMI_median,pLoF-damaging_missense-other_missense-synonymous,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF-damaging_missense-other_missense-synonymous.maf0-001.regions.manhattan.png,False
EAS_ALL,BMI_median,pLoF-damaging_missense-other_missense-synonymous,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF-damaging_missense-other_missense-synonymous.maf0-01.regions.qq.png,False
EAS_ALL,BMI_median,pLoF-damaging_missense-other_missense-synonymous,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.BMI_median.pLoF-damaging_missense-other_missense-synonymous.maf0-01.regions.manhattan.png,False
EAS_ALL,LDL_median,pLoF,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF.maf0-0001.regions.qq.png,False
EAS_ALL,LDL_median,pLoF,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF.maf0-0001.regions.manhattan.png,False
EAS_ALL,LDL_median,pLoF,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF.maf0-001.regions.qq.png,False
EAS_ALL,LDL_median,pLoF,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF.maf0-001.regions.manhattan.png,False
EAS_ALL,LDL_median,pLoF,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF.maf0-01.regions.qq.png,False
EAS_ALL,LDL_median,pLoF,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF.maf0-01.regions.manhattan.png,False
EAS_ALL,LDL_median,damaging_missense,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.damaging_missense.maf0-0001.regions.qq.png,False
EAS_ALL,LDL_median,damaging_missense,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.damaging_missense.maf0-0001.regions.manhattan.png,False
EAS_ALL,LDL_median,damaging_missense,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.damaging_missense.maf0-001.regions.qq.png,False
EAS_ALL,LDL_median,damaging_missense,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.damaging_missense.maf0-001.regions.manhattan.png,False
EAS_ALL,LDL_median,damaging_missense,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.damaging_missense.maf0-01.regions.qq.png,False
EAS_ALL,LDL_median,damaging_missense,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.damaging_missense.maf0-01.regions.manhattan.png,False
EAS_ALL,LDL_median,other_missense,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.other_missense.maf0-0001.regions.qq.png,False
EAS_ALL,LDL_median,other_missense,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.other_missense.maf0-0001.regions.manhattan.png,False
EAS_ALL,LDL_median,other_missense,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.other_missense.maf0-001.regions.qq.png,False
EAS_ALL,LDL_median,other_missense,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.other_missense.maf0-001.regions.manhattan.png,False
EAS_ALL,LDL_median,other_missense,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.other_missense.maf0-01.regions.qq.png,False
EAS_ALL,LDL_median,other_missense,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.other_missense.maf0-01.regions.manhattan.png,False
EAS_ALL,LDL_median,synonymous,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.synonymous.maf0-0001.regions.qq.png,False
EAS_ALL,LDL_median,synonymous,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.synonymous.maf0-0001.regions.manhattan.png,False
EAS_ALL,LDL_median,synonymous,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.synonymous.maf0-001.regions.qq.png,False
EAS_ALL,LDL_median,synonymous,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.synonymous.maf0-001.regions.manhattan.png,False
EAS_ALL,LDL_median,synonymous,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.synonymous.maf0-01.regions.qq.png,False
EAS_ALL,LDL_median,synonymous,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.synonymous.maf0-01.regions.manhattan.png,False
EAS_ALL,LDL_median,pLoF-damaging_missense,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF-damaging_missense.maf0-0001.regions.qq.png,False
EAS_ALL,LDL_median,pLoF-damaging_missense,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF-damaging_missense.maf0-0001.regions.manhattan.png,False
EAS_ALL,LDL_median,pLoF-damaging_missense,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF-damaging_missense.maf0-001.regions.qq.png,False
EAS_ALL,LDL_median,pLoF-damaging_missense,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF-damaging_missense.maf0-001.regions.manhattan.png,False
EAS_ALL,LDL_median,pLoF-damaging_missense,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF-damaging_missense.maf0-01.regions.qq.png,False
EAS_ALL,LDL_median,pLoF-damaging_missense,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF-damaging_missense.maf0-01.regions.manhattan.png,False
EAS_ALL,LDL_median,pLoF-damaging_missense-other_missense-synonymous,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF-damaging_missense-other_missense-synonymous.maf0-0001.regions.qq.png,False
EAS_ALL,LDL_median,pLoF-damaging_missense-other_missense-synonymous,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF-damaging_missense-other_missense-synonymous.maf0-0001.regions.manhattan.png,False
EAS_ALL,LDL_median,pLoF-damaging_missense-other_missense-synonymous,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF-damaging_missense-other_missense-synonymous.maf0-001.regions.qq.png,False
EAS_ALL,LDL_median,pLoF-damaging_missense-other_missense-synonymous,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF-damaging_missense-other_missense-synonymous.maf0-001.regions.manhattan.png,False
EAS_ALL,LDL_median,pLoF-damaging_missense-other_missense-synonymous,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF-damaging_missense-other_missense-synonymous.maf0-01.regions.qq.png,False
EAS_ALL,LDL_median,pLoF-damaging_missense-other_missense-synonymous,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_ALL.LDL_median.pLoF-damaging_missense-other_missense-synonymous.maf0-01.regions.manhattan.png,False
EAS_F,T2D,pLoF,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.pLoF.maf0-0001.regions.qq.png,False
EAS_F,T2D,pLoF,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.pLoF.maf0-0001.regions.manhattan.png,False
EAS_F,T2D,pLoF,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.pLoF.maf0-001.regions.qq.png,False
EAS_F,T2D,pLoF,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.pLoF.maf0-001.regions.manhattan.png,False
EAS_F,T2D,pLoF,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.pLoF.maf0-01.regions.qq.png,False
EAS_F,T2D,pLoF,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.pLoF.maf0-01.regions.manhattan.png,False
EAS_F,T2D,damaging_missense,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.damaging_missense.maf0-0001.regions.qq.png,False
EAS_F,T2D,damaging_missense,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.damaging_missense.maf0-0001.regions.manhattan.png,False
EAS_F,T2D,damaging_missense,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.damaging_missense.maf0-001.regions.qq.png,False
EAS_F,T2D,damaging_missense,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.damaging_missense.maf0-001.regions.manhattan.png,False
EAS_F,T2D,damaging_missense,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.damaging_missense.maf0-01.regions.qq.png,False
EAS_F,T2D,damaging_missense,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.damaging_missense.maf0-01.regions.manhattan.png,False
EAS_F,T2D,other_missense,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.other_missense.maf0-0001.regions.qq.png,False
EAS_F,T2D,other_missense,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.other_missense.maf0-0001.regions.manhattan.png,False
EAS_F,T2D,other_missense,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.other_missense.maf0-001.regions.qq.png,False
EAS_F,T2D,other_missense,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.other_missense.maf0-001.regions.manhattan.png,False
EAS_F,T2D,other_missense,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.other_missense.maf0-01.regions.qq.png,False
EAS_F,T2D,other_missense,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.other_missense.maf0-01.regions.manhattan.png,False
EAS_F,T2D,synonymous,maf0-0001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.synonymous.maf0-0001.regions.qq.png,False
EAS_F,T2D,synonymous,maf0-0001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.synonymous.maf0-0001.regions.manhattan.png,False
EAS_F,T2D,synonymous,maf0-001,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.synonymous.maf0-001.regions.qq.png,False
EAS_F,T2D,synonymous,maf0-001,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.synonymous.maf0-001.regions.manhattan.png,False
EAS_F,T2D,synonymous,maf0-01,regions.qq,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.synonymous.maf0-01.regions.qq.png,False
EAS_F,T2D,synonymous,maf0-01,regions.manhattan,/project/pmbb_codeworks/projects/test_results/exwas_4x4/Plots/EAS_F.T2D.synonymous.maf0-01.regions.manhattan.png,False
